AnimalName,animalclass,animalbreed,animalcolour,animalgender,animaldesexed,suburb_name
Boof,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Black,M,Y,OSBORNE
Frosty,Non-Standard - Not desexed/microchipped,Maltese,White,M,N,OSBORNE
Eddy,Standard - Pension,Jack Russell Terrier,Tan,M,Y,OSBORNE
Billy,Standard - Both desexed & microchipped,Cocker Spaniel,Black,M,Y,OSBORNE
Sandy,Standard - Pension,Maltese,White,F,Y,OSBORNE
Sam,Standard - Pension,Shih Tzu,White,M,Y,OSBORNE
Jessie,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,OSBORNE
Beatrix,Standard - Both desexed & microchipped,Australian Shepherd,Tri Colour,F,Y,OSBORNE
Mack,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Black,M,Y,OSBORNE
Louis,Standard - Both desexed & microchipped,Maltese,White,M,Y,OSBORNE
Alfie,Standard - Both desexed & microchipped,Poodle (Toy),Black,M,Y,OSBORNE
Coco,Standard - Pension,Maltese,White,F,Y,OSBORNE
Ozzie,Standard - Concession,Pomeranian,Cream,M,Y,OSBORNE
Zak,Standard - Concession,Rottweiler,Black,M,Y,OSBORNE
Coco,Standard - Pension,Shih Tzu,White,M,Y,OSBORNE
Rocky,Standard - Both desexed & microchipped,Boxer,Red,M,Y,OSBORNE
Millie,Standard - Both desexed & microchipped,Boxer,Fawn,F,Y,OSBORNE
Banjo,Standard - Both desexed & microchipped,Australian Cattle Dog,Blue,M,Y,OSBORNE
kleo,Standard - Both desexed & microchipped,Maltese,Black,F,Y,OSBORNE
Ethel,Standard - Both desexed & microchipped,German Shepherd Dog,Black,F,Y,OSBORNE
Porsche,Standard - Both desexed & microchipped,Collie (Rough),Sable,F,Y,OSBORNE
Chelse,Non-Standard - Not desexed/microchipped,Australian Kelpie,Black,F,Y,OSBORNE
Jekel,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Black,F,N,OSBORNE
Max,Non-Standard - Not desexed/microchipped,Bullmastiff,Apricot,M,N,OSBORNE
Jersey,Standard - Both desexed & microchipped,English Setter,White,F,Y,OSBORNE
Sassy,Standard - Both desexed & microchipped,Rhodesian Ridgeback,Black,F,Y,OSBORNE
Ruby Tuesday Dillon,Standard - Both desexed & microchipped,Boxer,Red,F,Y,OSBORNE
Furbie,Standard - Both desexed & microchipped,Jack Russell Terrier,Black,F,Y,OSBORNE
Dog Dog,Standard - Both desexed & microchipped,Australian Kelpie,Black,F,Y,OSBORNE
Copper,Non-Standard - Not desexed/microchipped,Australian Cattle Dog,Unknown,M,Y,OSBORNE
Daisy,Non-Standard - Not desexed/microchipped,Poodle (Toy),Brown,F,N,OSBORNE
Rocky,Non-Standard - Not desexed/microchipped,Chihuahua,Unknown,M,Y,OSBORNE
Nugget,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Black,F,Y,OSBORNE
Milly,Standard - Both desexed & microchipped,Dachshund,Black,F,Y,OSBORNE
Honey,Standard - Both desexed & microchipped,Golden Retriever,Gold,F,Y,OSBORNE
Benson,Standard - Both desexed & microchipped,German Shepherd Dog,Black,M,Y,OSBORNE
Daisy,Non-Standard - Not desexed/microchipped,Poodle (Toy),Brown,F,N,OSBORNE
Rocky,Non-Standard - Not desexed/microchipped,Chihuahua,Unknown,M,Y,OSBORNE
Dusty,Standard - Both desexed & microchipped,Australian Kelpie,Red,F,Y,OSBORNE
Abby,Standard - Both desexed & microchipped,Maltese,White,F,Y,OSBORNE
Otto,Standard - Both desexed & microchipped,Australian Silky Terrier,Gold,M,Y,OSBORNE
Moose,Non-Standard - Not desexed/microchipped,Bullmastiff,Fawn,M,Y,OSBORNE
Rusty,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,Blenheim,M,Y,OSBORNE
Nelly,Standard - Pension,Jack Russell Terrier,Tri Colour,F,Y,OSBORNE
Bill,Standard - Pension,Jack Russell Terrier,White,M,Y,OSBORNE
Gizzmo,Standard - Both desexed & microchipped,Maltese,Fawn,M,Y,OSBORNE
Marley,Standard - Both desexed & microchipped,Maltese,Black,F,Y,OSBORNE
Indi,Standard - Pension,Maltese,White,F,Y,OSBORNE
Peggy,Standard - Both desexed & microchipped,Terrier,Black,F,Y,OSBORNE
Harley,Non-Standard - Concession,Neapolitan Mastiff,Chocolate,M,N,OSBORNE
Molly,Standard - Both desexed & microchipped,Boxer,Tan,F,Y,OSBORNE
Jimmy,Standard - Both desexed & microchipped,Pug,Tan,M,Y,OSBORNE
Bazz,Standard - Both desexed & microchipped,Terrier,Black,M,Y,OSBORNE
Chops,Non-Standard - Concession,Jack Russell Terrier,White,M,N,OSBORNE
Buffy,Standard - Pension,Maltese,White,F,Y,OSBORNE
Billy,Standard - Pension,Maltese,White,M,Y,OSBORNE
Bonnie,Standard - Both desexed & microchipped,Great Dane,Blue,F,Y,OSBORNE
Justice,Standard - Concession,Staffordshire Bull Terrier,Brown,F,Y,OSBORNE
Macy,Standard - Pension,Jack Russell Terrier,White,F,Y,OSBORNE
Maggie,Non-Standard - Pension,Jack Russell Terrier,White,F,Y,OSBORNE
Daisy,Standard - Concession,Australian Cattle Dog,White,F,Y,OSBORNE
Bella,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,OSBORNE
Toby,Standard - Both desexed & microchipped,Border Collie,Black,M,Y,OSBORNE
Vada,Standard - Both desexed & microchipped,Labrador Retriever,Yellow,F,Y,OSBORNE
Forrest,Standard - Both desexed & microchipped,Labrador Retriever,Yellow,M,Y,OSBORNE
Miley,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,Blonde,F,Y,OSBORNE
Max,Standard - Both desexed & microchipped,Golden Retriever,Gold,M,Y,OSBORNE
Ellie Maye,Standard - Concession,Chihuahua,Brown,F,Y,OSBORNE
Bee,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,White,F,Y,OSBORNE
Boris,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Black,M,Y,OSBORNE
Tess,Standard - Pension,German Shepherd Dog,Black,F,Y,OSBORNE
Negro,Non-Standard - Concession,German Shepherd Dog,Black,M,N,OSBORNE
Shandi,Standard - Pension,Maltese,White,F,Y,OSBORNE
Charlie,Standard - Both desexed & microchipped,Australian Kelpie,Brown,M,Y,OSBORNE
Luna,Standard - Both desexed & microchipped,Jack Russell Terrier,Tri Colour,F,Y,OSBORNE
Cooper,Non-Standard - Not desexed/microchipped,American Staffordshire Terrier,Brown,M,N,OSBORNE
Duke,Standard - Both desexed & microchipped,Great Dane,Black,M,Y,OSBORNE
Macey,Standard - Both desexed & microchipped,Bull Arab,White,F,Y,OSBORNE
Bella,Standard - Pension,Shih Tzu,Fawn,F,Y,OSBORNE
Tyson Khawam,Standard - Both desexed & microchipped,Labrador Retriever,Black,M,Y,OSBORNE
Chops,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brown,M,Y,OSBORNE
Maya,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Tan,F,Y,OSBORNE
Chase,Standard - Both desexed & microchipped,Australian Kelpie,Red,M,Y,OSBORNE
Patch,Standard - Both desexed & microchipped,Beagle,Black,M,Y,OSBORNE
Diesel,Non-Standard - Not desexed/microchipped,German Shepherd Dog,White,M,N,OSBORNE
Rosie,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,White,F,Y,OSBORNE
Milo,Standard - Pension,Labrador Retriever,Chocolate,M,Y,OSBORNE
Shadow,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brindle,F,Y,OSBORNE
Zeus,Non-Standard - Not desexed/microchipped,Labrador Retriever,Black,M,N,OSBORNE
Miley,Standard - Both desexed & microchipped,Poodle (Toy),Tan,F,Y,OSBORNE
Holly,Standard - Pension,Shih Tzu,White,F,Y,OSBORNE
Buffy,Standard - Both desexed & microchipped,Chihuahua,Tan,F,Y,OSBORNE
Charlie,Standard - Both desexed & microchipped,Maltese,Tan,M,Y,OSBORNE
Freya,Standard - Both desexed & microchipped,Greyhound,Fawn,F,Y,OSBORNE
Tiny,Standard - Both desexed & microchipped,Pomeranian,Gold,F,Y,OSBORNE
Pippa,Standard - Both desexed & microchipped,Pomeranian,Beige,F,Y,OSBORNE
Jasper,Standard - Concession,Maltese,White,M,Y,OSBORNE
Lola,Non-Standard - Not desexed/microchipped,American Staffordshire Terrier,Tan,F,N,OSBORNE
Bindi,Standard - Both desexed & microchipped,American Staffordshire Terrier,White,F,Y,OSBORNE
Tara,Standard - Concession,Tibetan Spaniel,Tan,F,Y,OSBORNE
Lizzie,Standard - Pension,Staffordshire Bull Terrier,Fawn,F,Y,OSBORNE
Skip,Standard - Pension,Terrier,Tan,M,Y,OSBORNE
Vyvyan,Standard - Both desexed & microchipped,Terrier,Tri Colour,M,Y,OSBORNE
Paris,Standard - Pension,Poodle (Toy),Apricot,F,Y,OSBORNE
Missy,Non-Standard - Not desexed/microchipped,West Highland White Terrier,White,F,N,OSBORNE
Pippy,Standard - Both desexed & microchipped,Maltese,Brown,F,Y,OSBORNE
Buffy,Standard - Pension,Maltese,Brown,F,Y,OSBORNE
Sammy,Non-Standard - Concession,Australian Kelpie,Liver,F,Y,OSBORNE
Ernie,Standard - Both desexed & microchipped,Poodle (Toy),Black,M,Y,OSBORNE
chloe,Standard - Pension,Chihuahua (Smooth Coat),Black,F,Y,OSBORNE
Max,Standard - Both desexed & microchipped,Shih Tzu,Black,M,Y,OSBORNE
Zara,Standard - Both desexed & microchipped,Boxer,Brindle,F,Y,OSBORNE
Stan,Standard - Both desexed & microchipped,American Staffordshire Terrier,Cream,M,Y,OSBORNE
Molly,Standard - Both desexed & microchipped,Lhasa Apso,Black,F,Y,OSBORNE
Polo,Non-Standard - Not desexed/microchipped,Chihuahua,Brown,M,N,OSBORNE
Lilly,Non-Standard - Not desexed/microchipped,German Shepherd Dog,Black,F,N,OSBORNE
Prince,Standard - Pension,Shetland Sheepdog,Sable,M,Y,OSBORNE
Hugo,Standard - Both desexed & microchipped,Shar Pei,Chocolate,M,Y,OSBORNE
Rusty,Standard - Both desexed & microchipped,Australian Shepherd,White,M,Y,OSBORNE
Daisy,Standard - Concession,Beagle,Black,F,Y,OSBORNE
Daisy,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,OSBORNE
Shadow,Standard - Both desexed & microchipped,Labrador Retriever,Black,F,Y,OSBORNE
Tiger,Standard - Both desexed & microchipped,Border Collie,Brown,M,Y,OSBORNE
Suki,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brown,F,Y,OSBORNE
Dookie,Standard - Both desexed & microchipped,Australian Cattle Dog,Red,F,Y,OSBORNE
Villie,Standard - Both desexed & microchipped,Australian Cattle Dog,Blue,F,Y,OSBORNE
Mia,Standard - Both desexed & microchipped,Maltese,White,F,Y,OSBORNE
Curtis,Standard - Both desexed & microchipped,Rhodesian Ridgeback,Tan,M,Y,OSBORNE
Buddy,Non-Standard - Not desexed/microchipped,Maltese,Black,M,Y,OSBORNE
Balto,AWL/RSPCA 1st Free,Australian Cattle Dog,Blue,M,Y,OSBORNE
Bobby,Standard - Pension,Labrador Retriever,Brown,M,Y,OSBORNE
Bo,Standard - Pension,Chihuahua,Tri Colour,M,Y,OSBORNE
Bonney,Standard - Pension,Maltese,White,F,Y,OSBORNE
Bozzy,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Brindle,M,N,OSBORNE
Erica,Non-Standard - Not desexed/microchipped,Pomeranian,Tan,F,Y,OSBORNE
Frankie,Non-Standard - Not desexed/microchipped,Chihuahua,Black,F,N,OSBORNE
Banjo,Standard - Both desexed & microchipped,Australian Cattle Dog,Blue,M,Y,OSBORNE
Lillian,Standard - Both desexed & microchipped,Australian Cattle Dog,Blue,F,Y,OSBORNE
Patch,Standard - Pension,Maltese,White,F,Y,OSBORNE
Huckleberry,Standard - Both desexed & microchipped,Poodle (Toy),Black,M,Y,OSBORNE
Sanchez,Non-Standard - Concession,Staffordshire Bull Terrier,White,M,N,OSBORNE
Coco,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,White,F,Y,OSBORNE
Bella,Non-Standard - Not desexed/microchipped,Rottweiler,Black,F,N,OSBORNE
Boo,Non-Standard - Not desexed/microchipped,Poodle (Toy),Black,M,N,OSBORNE
Lucky,Non-Standard - Pension,Belgian Shepherd Dog (Malinois),Black,M,N,OSBORNE
Gherkin,Standard - Both desexed & microchipped,French Bulldog,Brindle,M,Y,OSBORNE
Tigger 2,Standard - Concession,American Staffordshire Terrier,Brindle,M,Y,OSBORNE
Snoopy,Non-Standard - Pension,Terrier,Black,M,N,OSBORNE
Koda,Non-Standard - Not desexed/microchipped,British Bulldog,Tan,F,N,OSBORNE
Tigger,Non-Standard - Concession,German Shepherd Dog,Tan,M,N,OSBORNE
Molleigh May Baker,Standard - Both desexed & microchipped,Labrador Retriever,Black,F,Y,OSBORNE
Tuppence,Standard - Pension,Chihuahua,Black,M,Y,OSBORNE
Sherlock,Standard - Both desexed & microchipped,Beagle,Tri Colour,M,Y,OSBORNE
Chewy,Standard - Pension,Tenterfield Terrier,Tan,M,Y,OSBORNE
Mitzi,Standard - Pension,Terrier,White,F,Y,OSBORNE
Skye,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Brindle,F,N,OSBORNE
Earlie,Non-Standard - Not desexed/microchipped,American Staffordshire Terrier,Tan,M,N,OSBORNE
Ivy,Standard - Both desexed & microchipped,American Staffordshire Terrier,Blue,F,Y,OSBORNE
Phoebe,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,OSBORNE
Fox,Non-Standard - Not desexed/microchipped,Pomeranian,Red,F,Y,OSBORNE
Caesar,Standard - Both desexed & microchipped,Dachshund,Brindle,M,Y,OSBORNE
Daisy,Standard - Both desexed & microchipped,American Staffordshire Terrier,Brindle,F,Y,OSBORNE
Ohdi,Non-Standard - Not desexed/microchipped,Shih Tzu,Brindle,M,N,OSBORNE
Scrapy,Non-Standard - Not desexed/microchipped,Maltese,Black,M,N,OSBORNE
Luna,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brindle,F,Y,OSBORNE
Jasper,Standard - Both desexed & microchipped,Labrador Retriever,Gold,M,Y,OSBORNE
Twanee,Standard - Pension,Maltese,White,M,Y,OSBORNE
Sophie,Standard - Pension,Australian Cattle Dog,Blue,F,Y,OSBORNE
Chloe,Standard - Pension,Australian Cattle Dog,Blue,F,Y,OSBORNE
Ruby,Standard - Both desexed & microchipped,Poodle (Toy),Black,F,Y,OSBORNE
Bella,Standard - Both desexed & microchipped,Pomeranian,White,F,Y,OSBORNE
Jake,Standard - Both desexed & microchipped,Border Collie,Black,M,Y,OSBORNE
Dakota Ross,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,OSBORNE
Spike,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Tan,M,Y,OSBORNE
Pepper,Non-Standard - Concession,Chihuahua,Black,F,N,OSBORNE
Google,Standard - Both desexed & microchipped,Australian Kelpie,White,M,Y,OSBORNE
Bruiser,Non-Standard - Concession,Staffordshire Bull Terrier,Brindle,M,N,OSBORNE
Teddy,Standard - Both desexed & microchipped,Pomeranian,Black,M,Y,OSBORNE
Leela,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Black,F,Y,OSBORNE
Carrie,Assistance Dog,Maltese,White,F,Y,OSBORNE
Kadin,Standard - Both desexed & microchipped,Akita,Wolf Grey,F,Y,OSBORNE
Finlay,Standard - Both desexed & microchipped,West Highland White Terrier,White,M,Y,OSBORNE
Duke,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,White,M,Y,OSBORNE
Kiwi,Standard - Both desexed & microchipped,Shih Tzu,Black,F,Y,OSBORNE
Georgie,Standard - Both desexed & microchipped,Golden Retriever,Blonde,F,Y,OSBORNE
Larry,Standard - Both desexed & microchipped,Beagle,Tri Colour,M,Y,OSBORNE
Luna,Standard - Both desexed & microchipped,Bullmastiff,Tan,F,Y,OSBORNE
Ollie,Standard - Both desexed & microchipped,Dalmatian,Black,F,Y,OSBORNE
Gerrry,Standard - Both desexed & microchipped,Cocker Spaniel,Honey,M,Y,OSBORNE
Kitah,Standard - Both desexed & microchipped,Siberian Husky,Grey,M,Y,OSBORNE
Beau,Standard - Both desexed & microchipped,Golden Retriever,Gold,M,Y,OSBORNE
Buddah,Non-Standard - Concession,Shar Pei,Grey,M,N,OSBORNE
Charlie,Standard - Both desexed & microchipped,Maltese,White,M,Y,OSBORNE
Cocoa,Non-Standard - Pension,Maltese,White,F,N,OSBORNE
Mable,Standard - Both desexed & microchipped,British Bulldog,White,F,Y,OSBORNE
Reggie,Standard - Both desexed & microchipped,British Bulldog,White,M,Y,OSBORNE
Annie,Standard - Both desexed & microchipped,Poodle (Toy),Black,F,Y,OSBORNE
Bayley/Bayz,Standard - Both desexed & microchipped,German Shepherd Dog,White,M,Y,OSBORNE
Maybelle,Standard - Both desexed & microchipped,Pomeranian,Apricot,F,Y,OSBORNE
Jake,Standard - Both desexed & microchipped,German Shepherd Dog,Brown,M,Y,OSBORNE
Pongo,Standard - Both desexed & microchipped,Beagle,Tri Colour,M,Y,OSBORNE
Molly,Standard - Both desexed & microchipped,Chihuahua,White,F,Y,OSBORNE
Vegas,Standard - Both desexed & microchipped,Whippet,Black,F,Y,OSBORNE
Ivy,Standard - Both desexed & microchipped,Whippet,Grey,F,Y,OSBORNE
Archie,Standard - Both desexed & microchipped,Shetland Sheepdog,Sable,M,Y,OSBORNE
Dora,Standard - Both desexed & microchipped,Shetland Sheepdog,Blue,F,Y,OSBORNE
Rusty,Standard - Both desexed & microchipped,Australian Kelpie,Black,M,Y,OSBORNE
Odie,Standard - Both desexed & microchipped,Maltese,Blonde,M,Y,OSBORNE
Izzy,Non-Standard - Not desexed/microchipped,Poodle (Toy),Black,F,Y,OSBORNE
Molly,Non-Standard - Not desexed/microchipped,Border Collie,Black,F,N,OSBORNE
Lucy,Standard - Both desexed & microchipped,Terrier,Tan,F,Y,OSBORNE
Poppy,Assistance Dog,Labrador Retriever,Black,F,N,OSBORNE
Boss,Standard - Both desexed & microchipped,Boxer,Tan,M,Y,OSBORNE
Mulder,Standard - Both desexed & microchipped,Chinese Crested Dog,Black,M,Y,OSBORNE
Buddy,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brown,M,Y,OSBORNE
Raider,Non-Standard - Not desexed/microchipped,Rottweiler,Black,M,N,OSBORNE
Riley,Standard - Both desexed & microchipped,Labrador Retriever,Black,M,Y,OSBORNE
Zailey,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,White,F,Y,OSBORNE
Chucky,Standard - Pension,Terrier,Black,M,Y,TAPEROO
Georgie,Non-Standard - Pension,Pekingese,Fawn,F,N,TAPEROO
Toop Toosh,Non-Standard - Not desexed/microchipped,Maltese,White,M,N,TAPEROO
Psotka,Standard - Both desexed & microchipped,Shih Tzu,White,F,Y,TAPEROO
Lilly,Non-Standard - Not desexed/microchipped,Beagle,Tri Colour,F,N,TAPEROO
Buddy,Standard - Concession,Pomeranian,Tan,M,Y,TAPEROO
Reaper,Standard - Both desexed & microchipped,Labrador Retriever,Chocolate,M,Y,TAPEROO
Chloe,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Dark Brindle,F,Y,TAPEROO
Prisila,Standard - Pension,Pug,Fawn,F,Y,TAPEROO
Bonni,Standard - Pension,Labrador Retriever,Cream,F,Y,TAPEROO
Duke,Non-Standard - Not desexed/microchipped,Mastiff,Blue,M,N,TAPEROO
Lillee,Non-Standard - Not desexed/microchipped,Whippet,White,F,N,TAPEROO
Sachin,Non-Standard - Not desexed/microchipped,Whippet,Fawn,F,N,TAPEROO
Molly,Standard - Pension,Staffordshire Bull Terrier,Unknown,F,Y,TAPEROO
Sharlee,Standard - Both desexed & microchipped,Australian Kelpie,Red,F,Y,TAPEROO
Riley,Non-Standard - Not desexed/microchipped,Labrador Retriever,Cream,M,N,TAPEROO
Maggie,Standard - Both desexed & microchipped,Australian Cattle Dog,Black,F,Y,TAPEROO
Diesel,Standard - Both desexed & microchipped,Poodle (Toy),White,M,Y,TAPEROO
Jemma,Standard - Pension,Jack Russell Terrier,White,F,Y,TAPEROO
DJ,Standard - Both desexed & microchipped,Poodle (Toy),Gold,M,Y,TAPEROO
Gigi,Non-Standard - Not desexed/microchipped,Poodle (Miniature),Cream,F,N,TAPEROO
Alvin,Non-Standard - Not desexed/microchipped,Labrador Retriever,Black,M,N,TAPEROO
Levi,Standard - Both desexed & microchipped,Australian Shepherd,Blue,M,Y,TAPEROO
Dex,Standard - Both desexed & microchipped,Australian Shepherd,Black,M,Y,TAPEROO
Mia,Standard - Both desexed & microchipped,Australian Shepherd,Tri Colour,F,Y,TAPEROO
Lady,Non-Standard - Not desexed/microchipped,Poodle (Standard),Apricot,F,N,TAPEROO
Benny,Non-Standard - Not desexed/microchipped,Poodle (Miniature),Apricot,M,N,TAPEROO
Tina,Standard - Both desexed & microchipped,Jack Russell Terrier,Tan,F,Y,TAPEROO
BeeBee,Non-Standard - Not desexed/microchipped,Terrier,White,F,N,TAPEROO
Phoebe,Standard - Pension,Schnauzer (Miniature),Salt,F,Y,TAPEROO
Jay Jay,Standard - Both desexed & microchipped,Poodle (Toy),Black,M,Y,TAPEROO
Charlie,Standard - Both desexed & microchipped,Akita,Brown,F,Y,TAPEROO
Cooper,Standard - Pension,Dachshund (Miniature),Black,M,Y,TAPEROO
Tilly,Standard - Both desexed & microchipped,Maltese,Black,F,Y,TAPEROO
Chopper,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Black,M,N,TAPEROO
Diesel,Standard - Both desexed & microchipped,Boxer,Brown,M,Y,TAPEROO
Roxy,Standard - Pension,Staffordshire Bull Terrier,Brown,F,Y,TAPEROO
Jet,Standard - Pension,Staffordshire Bull Terrier,Black,M,Y,TAPEROO
Hero,Standard - Pension,Poodle (Toy),Black,M,Y,TAPEROO
Georgie,Working Dog,Border Collie,Black,F,N,TAPEROO
Ella,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,Black,F,Y,TAPEROO
Murphy,Standard - Both desexed & microchipped,Beagle,Brown,F,Y,TAPEROO
Charlie,Standard - Both desexed & microchipped,Labrador Retriever,Black,M,Y,TAPEROO
Spotty,Non-Standard - Pension,Bull Terrier,White,F,N,TAPEROO
Shira,Non-Standard - Not desexed/microchipped,Labrador Retriever,Gold,F,N,TAPEROO
Tully,Non-Standard - Not desexed/microchipped,Border Collie,Black,F,N,TAPEROO
Frosty,Non-Standard - Pension,Maltese,White,M,Y,TAPEROO
Missy,Non-Standard - Pension,Pomeranian,Tan,F,N,TAPEROO
Budy,Standard - Both desexed & microchipped,American Staffordshire Terrier,Black,M,Y,TAPEROO
Molly,Standard - Concession,Maltese,White,F,Y,TAPEROO
Meggie,Standard - Concession,Maltese,Black,F,Y,TAPEROO
Max,Standard - Both desexed & microchipped,Labrador Retriever,Gold,M,Y,TAPEROO
Leila,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Dark Brindle,F,Y,TAPEROO
Shadow,Standard - Both desexed & microchipped,Boxer,Brindle,M,Y,TAPEROO
Stealth,Standard - Both desexed & microchipped,Labrador Retriever,Black,F,Y,TAPEROO
Chiko,Non-Standard - Concession,Chihuahua,Brown,M,N,TAPEROO
Kosta,Non-Standard - Concession,Jack Russell Terrier,Brown,M,Y,TAPEROO
Archie,Standard - Pension,West Highland White Terrier,White,M,Y,TAPEROO
Twolula,Standard - Pension,Maltese,Black,F,Y,TAPEROO
BRIAN,Standard - Concession,Australian Cattle Dog,Tri Colour,F,Y,TAPEROO
Reggie,Standard - Concession,Australian Cattle Dog,Tri Colour,F,Y,TAPEROO
Jinx,Standard - Concession,Terrier,Black,F,Y,TAPEROO
Alfred Olea Biscuit Barrel,Non-Standard - Not desexed/microchipped,German Shepherd Dog,Black,M,N,TAPEROO
